,year,id,artist and album name,release format,label,genre,subgenre,wants and haves
30,2024,30706157,Billie Eilish - Hit Me Hard And Soft,"['CD', 'Album']","['Darkroom', 'Interscope Records', 'Darkroom', 'Darkroom', 'Interscope Records', 'Interscope Records', 'UMG Commercial Services', 'The Gift Shop, Los Angeles', 'Universal Music Corp.', 'Drup', 'Last Frontier', 'Kobalt Songs Music Publishing', 'Vantiva, Guadalajara, Mexico', 'Vantiva, Guadalajara, Mexico']","['Electronic', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 209, 'have': 1806}"
31,2024,30723539,Billie Eilish - Hit Me Hard And Soft,"['CD', 'Album']","['Darkroom', 'Interscope Records', 'Darkroom', 'Darkroom', 'Interscope Records', 'Interscope Records', 'UMG Commercial Services', 'The Gift Shop, Los Angeles', 'Universal Music Corp.', 'Drup', 'Last Frontier', 'Kobalt Songs Music Publishing', 'Vantiva, Guadalajara, Mexico', 'Vantiva, Guadalajara, Mexico']","['Electronic', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 158, 'have': 953}"
32,2024,31359631,Brodka - WAWA,"['CD', 'Album']","['Muzeum Powstania Warszawskiego', 'Kayax Production & Publishing', 'Muzeum Powstania Warszawskiego', 'Kayax', 'Muzeum Powstania Warszawskiego', 'TAKT']",['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 2, 'have': 47}"
33,2024,31781645,Shugo Tokumaru - Song Symbiosis,"['CD', 'Album']",['Tonofon'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 5, 'have': 3}"
34,2024,31065566,Kate Nash - 9 Sad Symphonies,"['CD', 'Album']","['Kill Rock Stars', 'Kill Rock Stars Records Llc', 'Kill Rock Stars Records Llc', 'Studio C4', 'Flakfort Studio', 'Gold-Diggers Sound', 'Balboa Recording Studio', 'Copyright Control', 'A Kid Hereafter Music', 'BMG Gold Songs']",['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 6, 'have': 87}"
35,2024,31177787,Jokke - Verzamelwoede,"['CD', 'Album']",['WARNER Music Benelux'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 3, 'have': 7}"
36,2024,32298810,Lucius (5) - Wildewoman (The New Recordings),"['CD', 'Album']","['Fantasy', 'Concord', 'Concord', 'Wildewoman Music', 'Altamira Sound']",['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 4, 'have': 15}"
37,2024,32328558,Pablo Estallo - Florecer,"['CD', 'EP']",['Not On Label'],['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 0, 'have': 2}"
38,2024,34293691,Katelyn Tarver - Quitter,"['CD', 'Album']",['Not On Label'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 1, 'have': 1}"
39,2024,30740899,Billie Eilish - Hit Me Hard And Soft,"['CD', 'Album']","['Darkroom', 'Interscope Records', 'Universal International', 'Universal Music LLC', 'Universal Music LLC', 'The Gift Shop, Los Angeles']","['Electronic', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 104, 'have': 116}"
40,2024,30576661,"Camera Obscura - Look To The East, Look To The West","['CD', 'Album']","['Merge Records', 'Merge Records', 'Merge Records', 'Rockfield Studios', 'Clashnarrow Studios', 'Chem19', 'Rockfield Studios', 'Nutidstudio', 'The ADS Group']","['Rock', 'Pop', 'Folk, World, & Country']","['Alt-Pop', 'Indie Pop']","{'want': 22, 'have': 185}"
41,2024,32206857,Siobhán Winifred - Don't Do Well Alone,"['CD', 'EP']",['Chess Club Records'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 1, 'have': 18}"
42,2024,31716494,Kugelschreiber - Cheerleaders ,"['CD', 'Album']",['Wamho Records'],"['Rock', 'Pop', 'Folk, World, & Country']","['Alt-Pop', 'Indie Pop']","{'want': 3, 'have': 14}"
43,2024,32068212,Bonzie - When I Found The Trap Door,"['Vinyl', 'LP', 'Album', 'CD', 'All Media', 'Album']",['Beevine Records'],['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 2, 'have': 6}"
44,2024,32776224,Honne - OUCH,"['CD', 'Album']",['Smile More Recordings'],"['Electronic', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 0, 'have': 11}"
45,2024,30632410,"Camera Obscura - Look To The East, Look To The West","['Vinyl', 'LP', 'Album', 'Limited Edition', 'Stereo', 'CD', 'Mixtape']","['Merge Records', 'Monorail Music', 'Merge Peak Vinyl', 'Merge Records', 'Merge Records', 'Copyright Control', 'Rockfield Studios', 'Clashnarrow Studios', 'Chem19', 'Rockfield Studios', 'Nutidstudio', 'Chicago Mastering Service', 'Record Technology Incorporated', 'GZ Media', 'Monorail Music']","['Rock', 'Pop', 'Folk, World, & Country']","['Alt-Pop', 'Indie Pop']","{'want': 28, 'have': 153}"
46,2024,30686773,Corsage (2) - Bisarma,"['CD', 'Album', 'Stereo']",['Camouflage Records'],"['Rock', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 1, 'have': 7}"
47,2024,33651774,Chase Atlantic - Lost In Heaven,"['Cassette', 'Album', 'Limited Edition']",['Fearless Records'],['Pop'],['Alt-Pop'],"{'want': 1, 'have': 6}"
48,2024,33651735,Chase Atlantic - Lost In Heaven,"['Cassette', 'Album', 'Limited Edition']",['Fearless Records'],['Pop'],['Alt-Pop'],"{'want': 3, 'have': 9}"
49,2024,34462894,The Cure - Let's Go to Bed,"['Cassette', 'Single', 'Unofficial Release']",['Audio Cassette Record Studio'],"['Rock', 'Pop']",['Alt-Pop'],"{'want': 1, 'have': 1}"
50,2024,32922165,Tiffany Day - Lover Tofu Fruit,"['CD', 'Album', 'Stereo']","['Tiffany Day, Inc.']",['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 0, 'have': 2}"
51,2024,31924885,xiexie - XIEXIE / 33 ,"['Cassette', 'Compilation', 'Stereo']","['P-Vine Records', 'P-Vine, Inc.', 'P-Vine, Inc.', 'P-Vine, Inc.', 'Natural Foundation LLC.', 'P-Vine, Inc.', 'Natural Foundation LLC.']","['Rock', 'Pop']","['Alt-Pop', 'Indie Pop', 'Shoegaze']","{'want': 0, 'have': 4}"
52,2024,32466603,Kylie Minogue - Impossible Princess,"['Cassette', 'Album', 'Unofficial Release']",['Not On Label (Kylie Minogue)'],['Pop'],['Alt-Pop'],"{'want': 5, 'have': 2}"
53,2024,32314902,Dorian (2) - Futuros Imposibles,"['CD', 'Album', 'Stereo']",['Intromusica Records'],"['Electronic', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 5, 'have': 15}"
54,2024,30623335,"Camera Obscura - Look To The East, Look To The West","['CD', 'Album', 'Limited Edition']","['Merge Records', 'Merge Records', 'Merge Records', 'Rockfield Studios', 'Clashnarrow Studios', 'Chem19', 'Rockfield Studios', 'Nutidstudio', 'The ADS Group', 'Rough Trade']","['Rock', 'Pop', 'Folk, World, & Country']","['Alt-Pop', 'Indie Pop']","{'want': 34, 'have': 56}"
55,2024,30704768,Melanie Martinez (2) - Cry Baby,"['CD', 'Album', 'Deluxe Edition']","['Atlantic', 'Atlantic Recording Corporation', 'Atlantic Recording Corporation']","['Rock', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 108, 'have': 779}"
56,2024,34463149,The Cure - The Caterpillar,"['Cassette', 'Single', 'Unofficial Release']",['Audio Record Cassette Studio'],"['Rock', 'Pop']",['Alt-Pop'],"{'want': 1, 'have': 1}"
57,2024,30581497,"Camera Obscura - Look To The East, Look To The West","['Vinyl', 'LP', 'Album', 'Limited Edition', 'Stereo', 'CD', 'EP', 'Limited Edition']","['Merge Records', 'Merge Records', 'Merge Records', 'Merge Records', 'Merge Records', 'Copyright Control', 'Rockfield Studios', 'Clashnarrow Studios', 'Chem19', 'Rockfield Studios', 'Nutidstudio', 'Rough Trade', 'Chicago Mastering Service', 'Record Technology Incorporated', 'GZ Media']","['Rock', 'Pop', 'Folk, World, & Country']","['Alt-Pop', 'Indie Pop']","{'want': 36, 'have': 501}"
58,2024,31556218,beabadoobee - This Is How Tomorrow Moves,"['Cassette', 'Album', 'Special Edition']",['Dirty Hit'],['Pop'],['Alt-Pop'],"{'want': 26, 'have': 62}"
59,2024,33277131,"schmunck, - Perspectives","['CD', 'EP', 'Limited Edition', 'Stereo']",['OFC Obsessive Fan Club'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 0, 'have': 1}"
60,2024,31642777,"Cat & Mauss - Tales from the Desert, Tales from the Sea","['Vinyl', 'LP']",['Less Records'],"['Rock', 'Pop', 'Folk, World, & Country']","['Alt-Pop', 'Indie Pop']","{'want': 0, 'have': 4}"
61,2024,31233946,Bloomsday (5) - Heart Of The Artichoke,"['Vinyl', 'LP']",['Bayonet Records'],['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 2, 'have': 28}"
62,2024,32453253,The Marías - Submarine,"['CD', 'Album', 'Limited Edition', 'Special Edition']","['Nice Life', 'Atlantic']","['Rock', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 86, 'have': 40}"
63,2024,32372193,GreenMusic - Million Dreams,"['CD', 'Unofficial Release', 'Stereo', 'File', 'WAV']",['PixelBit Records'],['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 0, 'have': 1}"
64,2024,33767457,Filipin Yess - Blues Paradise,"['Vinyl', 'LP']",['El Jardi Amagat'],['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 0, 'have': 2}"
65,2024,33995514,Chiara Bernardini - Archaeology,"['Vinyl', '12""']",['Last Night From Glasgow'],"['Rock', 'Pop', 'Folk, World, & Country']","['Alt-Pop', 'Indie Pop']","{'want': 0, 'have': 4}"
66,2024,34612423,Kasia Lins - Omen (deluxe),"['Vinyl', 'LP']",['Polydor'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 7, 'have': 9}"
67,2024,30832662,The Marías - Submarine,"['Vinyl', 'LP', 'Album']","['Nice Life', 'Atlantic']","['Rock', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 351, 'have': 2736}"
68,2024,30581074,Jessica Pratt - Here In The Pitch,"['Vinyl', 'LP', 'Album']","['City Slang', ""Gary's Electric Studio"", ""Gary's Electric Studio"", ""Gary's Electric Studio"", 'City Slang', 'City Slang']","['Pop', 'Folk, World, & Country']","['Indie Pop', 'Alt-Pop']","{'want': 119, 'have': 566}"
69,2024,32083632,Iamnotshane - Chasing The Wind,"['Vinyl', 'LP', 'Album']",['Chasing The Wind Music'],"['Electronic', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 2, 'have': 7}"
70,2024,35370052,Delachute - Canal,"['Vinyl', 'LP', 'Album']",['Courage Holdings Inc'],"['Electronic', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 1, 'have': 4}"
71,2024,31444562,beabadoobee - This Is How Tomorrow Moves,"['Vinyl', 'LP', 'Album']","['Dirty Hit', 'Target']",['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 258, 'have': 844}"
72,2024,30513946,Bears In Trees - How to Build an Ocean: Instructions,"['Vinyl', 'LP', 'Album']","['Subfrantic Studios', 'Vada Studios', 'I Sure Hope It Does']",['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 5, 'have': 74}"
73,2024,31290530,Role Model (2) - Kansas Anymore,"['Vinyl', 'LP', 'Album']",['Interscope Records'],"['Pop', 'Folk, World, & Country']","['Alt-Pop', 'Indie Pop']","{'want': 653, 'have': 1687}"
74,2024,31966736,Faux Real (2) - Faux Ever,"['Vinyl', 'LP', 'Album']",['City Slang'],"['Electronic', 'Rock', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 7, 'have': 97}"
75,2024,31357885,Brodka - WAWA,"['Vinyl', 'LP', 'Album']","['Muzeum Powstania Warszawskiego', 'Kayax Production & Publishing', 'Muzeum Powstania Warszawskiego', 'Kayax', 'Muzeum Powstania Warszawskiego']",['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 8, 'have': 73}"
76,2024,30539791,Bears In Trees - How to Build an Ocean: Instructions [signed],"['Vinyl', 'LP', 'Album']","['I Sure Hope It Does', 'Vada Studios', 'Subfrantic Studios']",['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 0, 'have': 13}"
77,2024,31025215,Valence (13) - La Nuit S'ach​è​ve,"['Vinyl', 'LP', 'Album']",['Chivi Chivi'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 5, 'have': 31}"
78,2024,31530418,Foster The People - Paradise State Of Mind,"['Vinyl', 'LP', 'Album']",['Atlantic'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 22, 'have': 123}"
79,2024,30847533,Lucius (5) - Wildewoman (The New Recordings),"['Vinyl', 'LP', 'Album']","['Fantasy', 'Concord', 'Concord', 'Wildewoman Music', 'Altamira Sound']",['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 21, 'have': 428}"
80,2024,30912369,The Marías - Submarine,"['Vinyl', 'LP', 'Album']",['Nice Life'],"['Rock', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 756, 'have': 1562}"
81,2024,32983518,Girl In Red - I’m Doing It Again Baby!,"['Vinyl', 'LP', 'Limited Edition']",['Columbia'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 19, 'have': 41}"
82,2024,30296267,Julie Ragbeer - Perplex,"['Cassette', 'Album', 'Limited Edition']",['ULYSSA'],"['Electronic', 'Pop']","['Alt-Pop', 'Indie Pop', 'Synth-pop']","{'want': 5, 'have': 8}"
83,2024,30905907,The Marías - Submarine,"['Vinyl', 'LP', 'Album']","['Nice Life', 'Atlantic']","['Rock', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 82, 'have': 253}"
84,2024,30813087,The Marías - Submarine,"['Vinyl', 'LP', 'Album']","['Nice Life', 'Atlantic', 'Nice Life Recording Company', 'Nice Life Recording Company', 'Atlantic Recording Corporation', 'Atlantic Recording Corporation', 'Warner Music Group']","['Rock', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 920, 'have': 713}"
85,2024,30837645,The Marías - Submarine,"['Vinyl', 'LP', 'Album']","['Nice Life', 'Atlantic', 'GZ Media']","['Rock', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 199, 'have': 258}"
86,2024,30280400,Remo Drive - Mercy,"['Vinyl', 'LP', 'Album']",['Epitaph'],"['Rock', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 7, 'have': 46}"
87,2024,30832689,The Marías - Submarine,"['Vinyl', 'LP', 'Album']","['Nice Life', 'Atlantic', 'Nice Life Recording Company', 'Nice Life Recording Company', 'Atlantic Recording Corporation', 'Atlantic Recording Corporation']","['Rock', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 1003, 'have': 1417}"
88,2024,30650773,Vicky Farewell - Give A Damn,"['Vinyl', 'LP', 'Album', 'Stereo']","[""Mac's Record Label""]",['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 10, 'have': 31}"
89,2024,29578903,"I Cani, Baustelle - I Cani Baustelle","['Vinyl', '12""', 'Numbered', 'Repress']",['42 Records'],"['Electronic', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 20, 'have': 138}"
90,2024,30835185,The Marías - Submarine,"['Vinyl', 'LP', 'Album']","['Nice Life', 'Atlantic', 'Nice Life Recording Company', 'Atlantic Recording Corporation', 'Nice Life Recording Company', 'Atlantic Recording Corporation', 'Warner Music Group', 'Amazon.com']","['Rock', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 319, 'have': 231}"
91,2024,30703237,Home Counties - Exactly As It Seems,['CD'],['Submarine Cat Records'],['Pop'],['Alt-Pop'],"{'want': 3, 'have': 4}"
92,2024,31334215,Toyah - Minx (Deluxe Edition),"['CD', 'Album', 'Deluxe Edition', 'Reissue', 'Special Edition', 'Stereo']",['Edsel Records'],"['Electronic', 'Rock', 'Pop']","['Indie Pop', 'Alt-Pop']","{'want': 20, 'have': 69}"
93,2024,32032808,Best Bets - The Hollow Husk of Feeling,"['Vinyl', 'LP', 'Album', 'Stereo']","['Melted Ice Cream', 'Meritorio Records']",['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 14, 'have': 57}"
94,2024,30265895,Breakup Shoes - Unrequited Love (& Other Cliches),"['Vinyl', 'LP', 'Limited Edition', 'Stereo']",['Not On Label (Breakup Shoes Self-Released)'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 23, 'have': 59}"
95,2024,32520786,Ashley Sienna - EDEN,"['Vinyl', 'LP', 'Album', 'Limited Edition']",['Not On Label (Ashley Sienna Self-released)'],"['Rock', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 6, 'have': 14}"
96,2024,31028842,Fly By Midnight - Fictional Illustrations,"['Vinyl', 'LP', 'Album', 'Reissue']",['Drive By Noon'],['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 34, 'have': 27}"
97,2024,33744159,Heylog - Eve,"['Vinyl', 'LP', 'Album']",['Heylog'],"['Electronic', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 12, 'have': 3}"
98,2024,32227077,Sister Species - Lena In The Bog,"['Vinyl', 'LP', 'Album']","['Aura Vortex Records', 'Outta Wax Record Pressing']",['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 0, 'have': 1}"
99,2024,30851727,Jenobi - Irregularity,"['Vinyl', 'LP', 'Album', 'Stereo']",['Popup-Records'],['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 0, 'have': 14}"
100,2024,32379864,Billie Eilish - Where Do We Go? World Tour,"['Vinyl', 'LP', 'Unofficial Release']",['Not On Label (Billie Eilish)'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 101, 'have': 92}"
101,2024,32623683,Scott Helman (2) - Augusta 10,['CD'],['Fo Fum'],['Pop'],['Alt-Pop'],"{'want': 0, 'have': 1}"
102,2024,32697330,Crenoka - Eidolon,"['Vinyl', 'LP', 'Stereo']",['Figures libres records'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 2, 'have': 4}"
103,2024,30528739,Bears In Trees - How to Build an Ocean: Instructions,"['Vinyl', 'LP', 'Album']","['I Sure Hope It Does', 'Vada Studios', 'Subfrantic Studios']",['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 9, 'have': 54}"
104,2024,32938722,Lemondrop (2) - The Internet,"['Vinyl', '12""', 'EP', 'Deluxe Edition']","['Take This To Heart Records', 'Skylyne Music']",['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 2, 'have': 3}"
105,2024,31739975,London Grammar - The Greatest Love,"['Vinyl', 'LP', 'Album', 'Bioplastic']","['Ministry Of Sound', 'Sony Music', 'Metal & Dust', 'Ministry Of Sound Recordings Ltd.', 'Ministry Of Sound Recordings Ltd.', 'Metal & Dust', 'Metal & Dust', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment International Services GmbH', 'Sony Music UK', 'DP Music Ltd', 'Sony Music Publishing', 'Kobalt Music Publishing', 'Copyright Control', 'LG Studios London', 'RAK Studios', 'The Rhythm Studio', 'John Henry Studio', 'Studio 13', 'The Church Studios, London', 'Narcissus Studios', 'Dean St. Studios', 'Clearlight Mastering', '4th Floor Creative', 'Optimal Media GmbH']","['Electronic', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 20, 'have': 197}"
106,2024,31501376,Niki (31) - Buzz,"['Vinyl', 'LP', 'Album', 'Stereo']",['88rising'],"['Rock', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 17, 'have': 72}"
107,2024,31022296,Bullion - Affection,"['Vinyl', 'LP', 'Album', 'Stereo']",['Ghostly International'],"['Electronic', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 30, 'have': 30}"
108,2024,30698269,Banners - All Back To Mine,"['Vinyl', 'LP', 'Album', 'Quadraphonic']",['Nettwerk Music Group'],"['Rock', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 19, 'have': 38}"
109,2024,30572797,"Camera Obscura - Look To The East, Look To The West","['Vinyl', 'LP', 'Album', 'Stereo']","['Merge Records', 'Merge Records', 'Merge Records', 'Copyright Control', 'Rockfield Studios', 'Clashnarrow Studios', 'Chem19', 'Rockfield Studios', 'Nutidstudio', 'Chicago Mastering Service', 'Record Technology Incorporated', 'GZ Media']","['Rock', 'Pop', 'Folk, World, & Country']","['Alt-Pop', 'Indie Pop']","{'want': 31, 'have': 361}"
110,2024,29814376,Katelyn Tarver - Quitter,"['Vinyl', 'LP', 'Album', 'Limited Edition']",['Not On Label'],['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 27, 'have': 56}"
111,2024,32673798,Lemondrop (2) - The Internet,"['Vinyl', '12""', 'EP', 'Deluxe Edition']","['Take This To Heart Records', 'Skylyne Music']",['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 1, 'have': 2}"
112,2024,32503380,AURORA (16) - Infections Of A Different Kind - Step 1,"['Vinyl', 'LP', 'Album', 'Limited Edition']","['Petroleum Records', 'T-Time Vinyl Plant']",['Pop'],"['Alt-Pop', 'Indie Pop']","{'want': 124, 'have': 130}"
113,2024,32577243,Lemondrop (2) - The Internet,"['Vinyl', '12""', 'EP', 'Deluxe Edition']","['Skylyne Music', 'Take This To Heart Records']",['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 1, 'have': 5}"
114,2024,30622597,The Ivy - A Door Still Open,"['Vinyl', 'LP', 'Album']",['The Ivy'],['Pop'],"['Indie Pop', 'Alt-Pop']","{'want': 7, 'have': 18}"
115,2024,30932853,Angelica Garcia (2) - Gemelo,"['Vinyl', 'LP', 'Album']",['Partisan Records'],"['Latin', 'Pop']","['Alt-Pop', 'Indie Pop']","{'want': 18, 'have': 188}"
